MON,APT,MON
MON,ASL,MON
MON,KVB,MON
MON,MID,MON
MON,APT,MID,ASL,VFB,TEN,MON
MON,TEQ,ASL,MID,APT,TRB,MON
MON,TRC,TEQ,ASL,MID,APT,MON
MON,TRO,APT,MID,ASL,TEQ,MON
MON,APT,MID,ASL,VFB,TEQ,MON
MON,TRB,APT,MID,ASL,TRC,MON
MON,TRO,APT,MID,ASL,TRB,MON
MON,APT,MID,ASL,VFB,TRB,MON
MON,TRO,APT,MID,ASL,TRC,MON
MON,APT,MID,ASL,VFB,TRC,MON
MON,TRO,APT,MID,ASL,VFB,MON
MON,NLN,VAL,ASL,OSO,APT,TRO,MON
MON,APT,OSS,OSC,OSO,ASL,MON
MON,ASL,OSO,OSC,APT,TEN,MON
MON,TEQ,OSO,ASL,OSC,APT,MON
MON,APT,OSC,ASL,OSO,TRB,MON
MON,APT,OSC,ASL,OSO,TRC,MON
MON,ASL,OSO,OSC,APT,TRO,MON
MON,APT,OSC,OSO,VFB,ASL,MON
MON,TEN,OSS,APT,OSC,ASL,MON
MON,TEQ,OSS,APT,OSC,ASL,MON
MON,TRC,OSS,APT,OSC,ASL,MON
MON,TRO,APT,OSS,OSC,ASL,MON
MON,APT,OSS,OSC,ASL,VFB,MON
MON,TEN,APT,OSC,ASL,TEQ,MON
MON,TEN,APT,OSC,ASL,TRC,MON
MON,TEN,ASL,OSC,APT,TRO,MON
MON,APT,OSC,ASL,VFB,TEN,MON
MON,APT,OSC,ASL,TEQ,TRC,MON
MON,TEQ,ASL,OSC,APT,TRO,MON
MON,APT,OSC,ASL,VFB,TEQ,MON
MON,TRB,ASL,OSC,APT,TRO,MON
MON,TRC,ASL,OSC,APT,TRO,MON
MON,TRC,VFB,ASL,OSC,APT,MON
MON,VFB,ASL,OSC,APT,TRO,MON
MON,TEN,OSS,APT,OSO,ASL,MON
MON,APT,OSS,ASL,OSO,TEQ,MON
MON,TRB,OSS,APT,OSO,ASL,MON
MON,APT,OSS,ASL,OSO,TRC,MON
MON,ASL,OSO,OSS,APT,TRO,MON
MON,APT,OSS,OSO,VFB,ASL,MON
MON,TEN,APT,ASL,OSO,TEQ,MON
MON,TEN,APT,ASL,OSO,TRB,MON
MON,TEN,APT,ASL,OSO,TRC,MON
MON,TEN,OSO,ASL,APT,TRO,MON
MON,TEN,VFB,ASL,OSO,APT,MON
MON,TEQ,OSO,ASL,APT,TRB,MON
MON,TRC,TEQ,OSO,ASL,APT,MON
MON,TEQ,OSO,ASL,APT,TRO,MON
MON,APT,ASL,VFB,OSO,TEQ,MON
MON,TRB,APT,ASL,OSO,TRC,MON
MON,TRO,APT,ASL,OSO,TRB,MON
MON,TRB,VFB,ASL,OSO,APT,MON
MON,TRC,OSO,ASL,APT,TRO,MON
MON,APT,ASL,VFB,OSO,TRC,MON
MON,ASL,VFB,OSO,APT,TRO,MON
MON,TEN,OSS,APT,ASL,TEQ,MON
MON,TEN,OSS,APT,ASL,TRC,MON
MON,ASL,APT,OSS,TEN,TRO,MON
MON,TEN,VFB,ASL,OSS,APT,MON
MON,ASL,APT,OSS,TEQ,TRC,MON
MON,TRO,APT,OSS,ASL,TEQ,MON
MON,APT,OSS,ASL,VFB,TEQ,MON
MON,ASL,APT,OSS,TRB,TRO,MON
MON,TRO,APT,OSS,ASL,TRC,MON
MON,APT,OSS,ASL,VFB,TRC,MON
MON,TRO,APT,OSS,ASL,VFB,MON
MON,TRC,TEQ,ASL,APT,TEN,MON
MON,TEQ,ASL,APT,TEN,TRO,MON
MON,TEN,APT,ASL,VFB,TEQ,MON
MON,TEN,TRB,ASL,APT,TRO,MON
MON,TRC,ASL,APT,TEN,TRO,MON
MON,TEN,APT,ASL,VFB,TRC,MON
MON,TEN,VFB,ASL,APT,TRO,MON
MON,TEQ,ASL,APT,TRB,TRO,MON
MON,TRC,TEQ,ASL,APT,TRO,MON
MON,APT,ASL,VFB,TEQ,TRC,MON
MON,TEQ,VFB,ASL,APT,TRO,MON
MON,TRC,ASL,APT,TRB,TRO,MON
MON,TRO,APT,ASL,VFB,TRB,MON
MON,TRO,APT,ASL,VFB,TRC,MON
MON,KVB,NLN,VAL,MID,APT,OSC,MON
MON,KVB,NLN,VAL,MID,APT,OSO,MON
MON,KVB,NLN,VAL,MID,APT,OSS,MON
MON,KVB,NLN,VAL,MID,APT,TEN,MON
MON,TEQ,KVB,NLN,VAL,MID,APT,MON
MON,APT,MID,NLN,VAL,KVB,TRB,MON
MON,APT,MID,NLN,VAL,KVB,TRC,MON
MON,KVB,NLN,VAL,MID,APT,TRO,MON
MON,APT,MID,NLN,VAL,KVB,VFB,MON
MON,KVB,MID,APT,OSE,OSC,MON
MON,KVB,MID,APT,OSC,OSO,MON
MON,KVB,MID,APT,OSS,OSC,MON
MON,KVB,MID,APT,OSC,TEN,MON
MON,OSC,APT,MID,KVB,TEQ,MON
MON,KVB,MID,APT,OSC,TRB,MON
MON,OSC,APT,MID,KVB,TRC,MON
MON,KVB,MID,APT,OSC,TRO,MON
MON,KVB,MID,APT,OSC,VFB,MON
MON,KVB,MID,APT,OSE,OSO,MON
MON,OSE,OSS,APT,MID,KVB,MON
MON,KVB,MID,APT,OSE,TEN,MON
MON,TEQ,KVB,MID,APT,OSE,MON
MON,OSE,APT,MID,KVB,TRC,MON
MON,KVB,MID,APT,OSE,TRO,MON
MON,VFB,KVB,MID,APT,OSE,MON
MON,OSO,OSS,APT,MID,KVB,MON
MON,KVB,MID,APT,OSO,TEN,MON
MON,KVB,MID,APT,OSO,TEQ,MON
MON,KVB,MID,APT,OSO,TRB,MON
MON,KVB,MID,APT,OSO,TRC,MON
MON,OSO,KVB,MID,APT,TRO,MON
MON,APT,MID,KVB,VFB,OSO,MON
MON,TEN,OSS,APT,MID,KVB,MON
MON,TEQ,OSS,APT,MID,KVB,MON
MON,TRB,OSS,APT,MID,KVB,MON
MON,TRC,OSS,APT,MID,KVB,MON
MON,KVB,MID,APT,OSS,TRO,MON
MON,OSS,APT,MID,KVB,VFB,MON
MON,TEN,APT,MID,KVB,TEQ,MON
MON,KVB,MID,APT,TEN,TRB,MON
MON,TEN,APT,MID,KVB,TRC,MON
MON,TEN,KVB,MID,APT,TRO,MON
MON,TEN,VFB,KVB,MID,APT,MON
MON,TEQ,KVB,MID,APT,TRB,MON
MON,APT,MID,KVB,TEQ,TRC,MON
MON,TEQ,KVB,MID,APT,TRO,MON
MON,TEQ,VFB,KVB,MID,APT,MON
MON,TRB,APT,MID,KVB,TRC,MON
MON,TRO,APT,MID,KVB,TRB,MON
MON,APT,MID,KVB,VFB,TRB,MON
MON,TRC,KVB,MID,APT,TRO,MON
MON,APT,MID,KVB,VFB,TRC,MON
MON,TRO,APT,MID,KVB,VFB,MON
MON,APT,OSC,OSO,NLN,VAL,KVB,MON
MON,APT,OSS,OSC,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,OSC,APT,TEN,MON
MON,APT,OSC,NLN,VAL,KVB,TEQ,MON
MON,APT,OSC,NLN,VAL,KVB,TRC,MON
MON,KVB,NLN,VAL,OSC,APT,TRO,MON
MON,APT,OSC,VFB,NLN,VAL,KVB,MON
MON,APT,OSS,OSO,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,OSO,APT,TEN,MON
MON,KVB,NLN,VAL,APT,OSO,TEQ,MON
MON,APT,OSO,NLN,VAL,KVB,TRB,MON
MON,KVB,NLN,VAL,APT,OSO,TRC,MON
MON,KVB,NLN,VAL,OSO,APT,TRO,MON
MON,APT,OSO,VFB,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,APT,OSS,TEN,MON
MON,KVB,NLN,VAL,APT,OSS,TEQ,MON
MON,TRC,OSS,APT,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,OSS,APT,TRO,MON
MON,APT,OSS,VFB,NLN,VAL,KVB,MON
MON,TEN,APT,NLN,VAL,KVB,TEQ,MON
MON,TEN,APT,NLN,VAL,KVB,TRC,MON
MON,TEN,KVB,NLN,VAL,APT,TRO,MON
MON,APT,NLN,VAL,KVB,VFB,TEN,MON
MON,APT,NLN,VAL,KVB,TEQ,TRC,MON
MON,TEQ,KVB,NLN,VAL,APT,TRO,MON
MON,TEQ,VFB,KVB,NLN,VAL,APT,MON
MON,TRB,KVB,NLN,VAL,APT,TRO,MON
MON,TRC,KVB,NLN,VAL,APT,TRO,MON
MON,APT,NLN,VAL,KVB,VFB,TRC,MON
MON,KVB,NLN,VAL,VFB,APT,TRO,MON
MON,APT,OSE,OSC,OSO,KVB,MON
MON,KVB,OSC,OSE,APT,TRO,MON
MON,APT,OSS,OSC,OSO,KVB,MON
MON,KVB,OSO,OSC,APT,TEN,MON
MON,TEQ,OSO,APT,OSC,KVB,MON
MON,APT,OSC,OSO,KVB,TRB,MON
MON,KVB,OSC,APT,OSO,TRC,MON
MON,KVB,OSO,OSC,APT,TRO,MON
MON,APT,OSC,OSO,VFB,KVB,MON
MON,KVB,OSC,APT,OSS,TEN,MON
MON,KVB,OSC,APT,OSS,TEQ,MON
MON,KVB,OSC,APT,OSS,TRB,MON
MON,KVB,OSC,APT,OSS,TRC,MON
MON,KVB,OSC,OSS,APT,TRO,MON
MON,APT,OSS,OSC,VFB,KVB,MON
MON,TEN,APT,OSC,KVB,TEQ,MON
MON,TRB,TEN,APT,OSC,KVB,MON
MON,TEN,APT,OSC,KVB,TRC,MON
MON,TEN,KVB,OSC,APT,TRO,MON
MON,APT,OSC,KVB,VFB,TEN,MON
MON,TEQ,KVB,OSC,APT,TRB,MON
MON,APT,OSC,KVB,TEQ,TRC,MON
MON,TEQ,KVB,OSC,APT,TRO,MON
MON,APT,OSC,KVB,VFB,TEQ,MON
MON,TRB,APT,OSC,KVB,TRC,MON
MON,TRB,KVB,OSC,APT,TRO,MON
MON,APT,OSC,KVB,VFB,TRB,MON
MON,TRC,KVB,OSC,APT,TRO,MON
MON,TRC,VFB,KVB,OSC,APT,MON
MON,KVB,VFB,OSC,APT,TRO,MON
MON,APT,OSS,OSE,OSO,KVB,MON
MON,KVB,OSO,OSE,APT,TEN,MON
MON,KVB,APT,OSE,OSO,TEQ,MON
MON,KVB,APT,OSE,OSO,TRC,MON
MON,KVB,OSO,OSE,APT,TRO,MON
MON,APT,OSE,OSO,VFB,KVB,MON
MON,KVB,OSE,OSS,APT,TRO,MON
MON,TEN,KVB,OSE,APT,TRO,MON
MON,TEQ,KVB,OSE,APT,TRO,MON
MON,TRC,KVB,OSE,APT,TRO,MON
MON,KVB,VFB,OSE,APT,TRO,MON
MON,KVB,OSO,APT,OSS,TEN,MON
MON,KVB,OSO,APT,OSS,TEQ,MON
MON,KVB,OSO,APT,OSS,TRB,MON
MON,KVB,OSO,APT,OSS,TRC,MON
MON,KVB,OSO,OSS,APT,TRO,MON
MON,KVB,VFB,OSO,OSS,APT,MON
MON,TEN,APT,KVB,OSO,TEQ,MON
MON,KVB,OSO,APT,TEN,TRB,MON
MON,TEN,APT,KVB,OSO,TRC,MON
MON,TEN,KVB,OSO,APT,TRO,MON
MON,TEN,VFB,KVB,OSO,APT,MON
MON,TEQ,OSO,APT,KVB,TRB,MON
MON,TRC,TEQ,OSO,APT,KVB,MON
MON,TEQ,OSO,KVB,APT,TRO,MON
MON,APT,KVB,VFB,OSO,TEQ,MON
MON,TRB,KVB,APT,OSO,TRC,MON
MON,TRB,KVB,OSO,APT,TRO,MON
MON,APT,OSO,KVB,VFB,TRB,MON
MON,TRO,APT,KVB,OSO,TRC,MON
MON,APT,KVB,VFB,OSO,TRC,MON
MON,KVB,VFB,OSO,APT,TRO,MON
MON,TEQ,KVB,APT,OSS,TEN,MON
MON,KVB,APT,OSS,TRB,TEN,MON
MON,TEN,OSS,APT,KVB,TRC,MON
MON,KVB,APT,OSS,TEN,TRO,MON
MON,KVB,VFB,APT,OSS,TEN,MON
MON,TEQ,KVB,APT,OSS,TRB,MON
MON,KVB,APT,OSS,TEQ,TRC,MON
MON,TEQ,KVB,OSS,APT,TRO,MON
MON,KVB,VFB,APT,OSS,TEQ,MON
MON,TRB,OSS,APT,KVB,TRC,MON
MON,KVB,APT,OSS,TRB,TRO,MON
MON,KVB,VFB,APT,OSS,TRB,MON
MON,TRC,KVB,OSS,APT,TRO,MON
MON,KVB,VFB,APT,OSS,TRC,MON
MON,KVB,VFB,OSS,APT,TRO,MON
MON,TEQ,KVB,APT,TEN,TRB,MON
MON,TEN,APT,KVB,TEQ,TRC,MON
MON,TEQ,KVB,APT,TEN,TRO,MON
MON,TEQ,VFB,KVB,APT,TEN,MON
MON,TRB,TEN,APT,KVB,TRC,MON
MON,TEN,TRB,KVB,APT,TRO,MON
MON,TRB,TEN,VFB,KVB,APT,MON
MON,TRO,TEN,APT,KVB,TRC,MON
MON,TEN,APT,KVB,VFB,TRC,MON
MON,TEN,VFB,KVB,APT,TRO,MON
MON,TRB,APT,KVB,TEQ,TRC,MON
MON,TEQ,KVB,APT,TRB,TRO,MON
MON,TEQ,VFB,KVB,APT,TRB,MON
MON,TRC,TEQ,KVB,APT,TRO,MON
MON,APT,KVB,VFB,TEQ,TRC,MON
MON,TEQ,VFB,KVB,APT,TRO,MON
MON,TRO,TRB,APT,KVB,TRC,MON
MON,TRC,VFB,KVB,APT,TRB,MON
MON,TRO,APT,KVB,VFB,TRB,MON
MON,TRC,VFB,KVB,APT,TRO,MON
MON,NLN,VAL,MID,APT,OSC,OSO,MON
MON,NLN,VAL,MID,APT,OSS,OSC,MON
MON,NLN,VAL,MID,APT,OSC,TEN,MON
MON,OSC,APT,MID,NLN,VAL,TEQ,MON
MON,OSC,APT,MID,NLN,VAL,TRC,MON
MON,TRO,OSC,APT,MID,NLN,VAL,MON
MON,VFB,OSC,APT,MID,NLN,VAL,MON
MON,NLN,VAL,MID,APT,OSS,OSO,MON
MON,APT,MID,NLN,VAL,OSO,TEN,MON
MON,TEQ,OSO,NLN,VAL,MID,APT,MON
MON,APT,MID,NLN,VAL,OSO,TRB,MON
MON,APT,MID,NLN,VAL,OSO,TRC,MON
MON,OSO,NLN,VAL,MID,APT,TRO,MON
MON,APT,MID,NLN,VAL,VFB,OSO,MON
MON,NLN,VAL,MID,APT,OSS,TEN,MON
MON,NLN,VAL,MID,APT,OSS,TEQ,MON
MON,NLN,VAL,MID,APT,OSS,TRC,MON
MON,NLN,VAL,MID,APT,OSS,TRO,MON
MON,OSS,APT,MID,NLN,VAL,VFB,MON
MON,TEN,APT,MID,NLN,VAL,TEQ,MON
MON,TEN,APT,MID,NLN,VAL,TRC,MON
MON,TEN,NLN,VAL,MID,APT,TRO,MON
MON,TEN,VFB,NLN,VAL,MID,APT,MON
MON,APT,MID,NLN,VAL,TEQ,TRC,MON
MON,TEQ,NLN,VAL,MID,APT,TRO,MON
MON,TEQ,VFB,NLN,VAL,MID,APT,MON
MON,TRO,APT,MID,NLN,VAL,TRB,MON
MON,TRC,NLN,VAL,MID,APT,TRO,MON
MON,APT,MID,NLN,VAL,VFB,TRC,MON
MON,TRO,APT,MID,NLN,VAL,VFB,MON
MON,OSE,APT,MID,OSC,OSO,MON
MON,OSC,MID,APT,OSE,TRO,MON
MON,OSO,OSC,MID,APT,OSS,MON
MON,APT,MID,OSC,OSO,TEN,MON
MON,APT,MID,OSC,OSO,TEQ,MON
MON,APT,MID,OSC,OSO,TRB,MON
MON,APT,MID,OSC,OSO,TRC,MON
MON,OSO,OSC,MID,APT,TRO,MON
MON,APT,MID,OSC,OSO,VFB,MON
MON,TEN,OSS,APT,MID,OSC,MON
MON,OSC,MID,APT,OSS,TEQ,MON
MON,OSC,MID,APT,OSS,TRB,MON
MON,OSC,MID,APT,OSS,TRC,MON
MON,OSC,MID,APT,OSS,TRO,MON
MON,OSS,APT,MID,OSC,VFB,MON
MON,TEN,APT,MID,OSC,TEQ,MON
MON,APT,MID,OSC,TEN,TRB,MON
MON,TEN,APT,MID,OSC,TRC,MON
MON,TEN,OSC,MID,APT,TRO,MON
MON,APT,MID,OSC,VFB,TEN,MON
MON,TEQ,OSC,MID,APT,TRB,MON
MON,APT,MID,OSC,TEQ,TRC,MON
MON,TEQ,OSC,MID,APT,TRO,MON
MON,APT,MID,OSC,VFB,TEQ,MON
MON,TRB,APT,MID,OSC,TRC,MON
MON,TRB,OSC,MID,APT,TRO,MON
MON,APT,MID,OSC,VFB,TRB,MON
MON,TRO,APT,MID,OSC,TRC,MON
MON,APT,MID,OSC,VFB,TRC,MON
MON,VFB,OSC,MID,APT,TRO,MON
MON,OSE,OSS,APT,MID,OSO,MON
MON,OSO,MID,APT,OSE,TEN,MON
MON,OSE,APT,MID,OSO,TEQ,MON
MON,OSE,APT,MID,OSO,TRC,MON
MON,OSO,MID,APT,OSE,TRO,MON
MON,VFB,OSO,MID,APT,OSE,MON
MON,OSE,MID,APT,OSS,TRO,MON
MON,TEN,OSE,MID,APT,TRO,MON
MON,TEQ,OSE,MID,APT,TRO,MON
MON,TRC,OSE,MID,APT,TRO,MON
MON,VFB,MID,APT,OSE,TRO,MON
MON,OSO,MID,APT,OSS,TEN,MON
MON,OSS,APT,MID,OSO,TEQ,MON
MON,OSO,MID,APT,OSS,TRB,MON
MON,OSS,APT,MID,OSO,TRC,MON
MON,OSO,MID,APT,OSS,TRO,MON
MON,OSS,APT,MID,OSO,VFB,MON
MON,TEN,APT,MID,OSO,TEQ,MON
MON,TEN,APT,MID,OSO,TRB,MON
MON,TEN,APT,MID,OSO,TRC,MON
MON,TEN,OSO,MID,APT,TRO,MON
MON,APT,MID,OSO,VFB,TEN,MON
MON,TEQ,OSO,MID,APT,TRB,MON
MON,APT,MID,OSO,TEQ,TRC,MON
MON,TRO,APT,MID,OSO,TEQ,MON
MON,APT,MID,VFB,OSO,TEQ,MON
MON,TRC,OSO,MID,APT,TRB,MON
MON,TRB,OSO,MID,APT,TRO,MON
MON,APT,MID,OSO,VFB,TRB,MON
MON,TRC,OSO,MID,APT,TRO,MON
MON,APT,MID,VFB,OSO,TRC,MON
MON,TRO,APT,MID,OSO,VFB,MON
MON,TEN,MID,APT,OSS,TEQ,MON
MON,TEN,MID,APT,OSS,TRB,MON
MON,TEN,MID,APT,OSS,TRC,MON
MON,TEN,OSS,APT,MID,TRO,MON
MON,TEN,OSS,APT,MID,VFB,MON
MON,TEQ,OSS,APT,MID,TRB,MON
MON,MID,APT,OSS,TEQ,TRC,MON
MON,TEQ,OSS,APT,MID,TRO,MON
MON,OSS,APT,MID,VFB,TEQ,MON
MON,TRB,MID,APT,OSS,TRC,MON
MON,TRB,OSS,APT,MID,TRO,MON
MON,VFB,MID,APT,OSS,TRB,MON
MON,TRC,OSS,APT,MID,TRO,MON
MON,OSS,APT,MID,VFB,TRC,MON
MON,VFB,MID,APT,OSS,TRO,MON
MON,TEQ,MID,APT,TEN,TRB,MON
MON,TEN,APT,MID,TEQ,TRC,MON
MON,TEQ,MID,APT,TEN,TRO,MON
MON,TEN,APT,MID,VFB,TEQ,MON
MON,TRB,TEN,APT,MID,TRC,MON
MON,TRB,TEN,MID,APT,TRO,MON
MON,APT,MID,VFB,TEN,TRB,MON
MON,TRC,TEN,MID,APT,TRO,MON
MON,TEN,APT,MID,VFB,TRC,MON
MON,TEN,VFB,MID,APT,TRO,MON
MON,TRC,TEQ,MID,APT,TRB,MON
MON,TRO,TRB,APT,MID,TEQ,MON
MON,TEQ,VFB,MID,APT,TRB,MON
MON,TRC,TEQ,MID,APT,TRO,MON
MON,TRC,TEQ,VFB,MID,APT,MON
MON,TEQ,VFB,MID,APT,TRO,MON
MON,TRC,MID,APT,TRB,TRO,MON
MON,TRB,APT,MID,VFB,TRC,MON
MON,TRB,VFB,MID,APT,TRO,MON
MON,TRC,VFB,MID,APT,TRO,MON
MON,APT,OSS,OSC,OSO,NLN,VAL,MON
MON,NLN,VAL,OSO,OSC,APT,TEN,MON
MON,APT,OSC,NLN,VAL,OSO,TEQ,MON
MON,APT,OSC,NLN,VAL,OSO,TRC,MON
MON,NLN,VAL,OSO,OSC,APT,TRO,MON
MON,APT,OSC,OSO,VFB,NLN,VAL,MON
MON,NLN,VAL,OSC,OSS,APT,TRO,MON
MON,TEN,NLN,VAL,OSC,APT,TRO,MON
MON,TEQ,NLN,VAL,OSC,APT,TRO,MON
MON,TRO,APT,OSC,NLN,VAL,TRB,MON
MON,TRC,NLN,VAL,OSC,APT,TRO,MON
MON,NLN,VAL,VFB,OSC,APT,TRO,MON
MON,NLN,VAL,OSO,APT,OSS,TEN,MON
MON,APT,OSS,NLN,VAL,OSO,TEQ,MON
MON,APT,OSS,NLN,VAL,OSO,TRC,MON
MON,NLN,VAL,OSO,OSS,APT,TRO,MON
MON,APT,OSS,OSO,VFB,NLN,VAL,MON
MON,TEN,APT,NLN,VAL,OSO,TEQ,MON
MON,TEN,APT,NLN,VAL,OSO,TRC,MON
MON,TEN,NLN,VAL,OSO,APT,TRO,MON
MON,TEN,VFB,NLN,VAL,OSO,APT,MON
MON,APT,NLN,VAL,OSO,TEQ,TRC,MON
MON,TEQ,OSO,NLN,VAL,APT,TRO,MON
MON,TEQ,OSO,VFB,NLN,VAL,APT,MON
MON,TRO,APT,OSO,NLN,VAL,TRB,MON
MON,TRO,APT,NLN,VAL,OSO,TRC,MON
MON,APT,NLN,VAL,VFB,OSO,TRC,MON
MON,NLN,VAL,VFB,OSO,APT,TRO,MON
MON,NLN,VAL,APT,OSS,TEN,TRO,MON
MON,TEQ,NLN,VAL,OSS,APT,TRO,MON
MON,NLN,VAL,APT,OSS,TRB,TRO,MON
MON,TRO,APT,OSS,NLN,VAL,TRC,MON
MON,NLN,VAL,VFB,OSS,APT,TRO,MON
MON,TEQ,NLN,VAL,APT,TEN,TRO,MON
MON,TEN,TRB,NLN,VAL,APT,TRO,MON
MON,TRO,TEN,APT,NLN,VAL,TRC,MON
MON,TEN,VFB,NLN,VAL,APT,TRO,MON
MON,TEQ,NLN,VAL,APT,TRB,TRO,MON
MON,TRC,TEQ,NLN,VAL,APT,TRO,MON
MON,TEQ,VFB,NLN,VAL,APT,TRO,MON
MON,TRO,TRB,APT,NLN,VAL,TRC,MON
MON,TRO,APT,NLN,VAL,VFB,TRB,MON
MON,TRC,VFB,NLN,VAL,APT,TRO,MON
MON,OSO,OSC,OSE,APT,TRO,MON
MON,OSO,OSC,APT,OSS,TEN,MON
MON,TEQ,OSO,OSC,OSS,APT,MON
MON,OSO,OSC,APT,OSS,TRB,MON
MON,APT,OSS,OSC,OSO,TRC,MON
MON,OSO,OSC,OSS,APT,TRO,MON
MON,APT,OSS,OSC,OSO,VFB,MON
MON,TEN,APT,OSC,OSO,TEQ,MON
MON,TEN,APT,OSC,OSO,TRB,MON
MON,TEN,APT,OSC,OSO,TRC,MON
MON,TEN,OSO,OSC,APT,TRO,MON
MON,APT,OSC,OSO,VFB,TEN,MON
MON,TEQ,OSO,OSC,APT,TRB,MON
MON,APT,OSC,OSO,TEQ,TRC,MON
MON,TEQ,OSO,OSC,APT,TRO,MON
MON,APT,OSC,OSO,VFB,TEQ,MON
MON,TRC,OSO,OSC,APT,TRB,MON
MON,TRB,OSO,OSC,APT,TRO,MON
MON,APT,OSC,OSO,VFB,TRB,MON
MON,TRC,OSO,OSC,APT,TRO,MON
MON,APT,OSC,OSO,VFB,TRC,MON
MON,TRO,APT,OSC,OSO,VFB,MON
MON,TEN,OSC,APT,OSS,TEQ,MON
MON,TEN,OSC,APT,OSS,TRB,MON
MON,TEN,OSC,APT,OSS,TRC,MON
MON,TEN,OSS,APT,OSC,TRO,MON
MON,TEN,VFB,OSC,OSS,APT,MON
MON,TEQ,OSS,APT,OSC,TRB,MON
MON,OSC,APT,OSS,TEQ,TRC,MON
MON,TEQ,OSS,APT,OSC,TRO,MON
MON,APT,OSS,OSC,VFB,TEQ,MON
MON,TRB,OSC,APT,OSS,TRC,MON
MON,TRB,OSS,APT,OSC,TRO,MON
MON,TRB,OSS,APT,OSC,VFB,MON
MON,TRC,OSS,APT,OSC,TRO,MON
MON,APT,OSS,OSC,VFB,TRC,MON
MON,TRO,APT,OSS,OSC,VFB,MON
MON,TEQ,OSC,APT,TEN,TRB,MON
MON,TEN,APT,OSC,TEQ,TRC,MON
MON,TEQ,OSC,APT,TEN,TRO,MON
MON,TEN,APT,OSC,VFB,TEQ,MON
MON,TRB,TEN,APT,OSC,TRC,MON
MON,TRB,TEN,OSC,APT,TRO,MON
MON,APT,OSC,VFB,TEN,TRB,MON
MON,TRC,TEN,OSC,APT,TRO,MON
MON,TEN,APT,OSC,VFB,TRC,MON
MON,TEN,VFB,OSC,APT,TRO,MON
MON,TRB,APT,OSC,TEQ,TRC,MON
MON,TEQ,OSC,APT,TRB,TRO,MON
MON,TEQ,VFB,OSC,APT,TRB,MON
MON,TRC,TEQ,OSC,APT,TRO,MON
MON,APT,OSC,VFB,TEQ,TRC,MON
MON,TEQ,VFB,OSC,APT,TRO,MON
MON,TRC,OSC,APT,TRB,TRO,MON
MON,TRB,APT,OSC,VFB,TRC,MON
MON,TRB,VFB,OSC,APT,TRO,MON
MON,TRC,VFB,OSC,APT,TRO,MON
MON,OSO,OSE,OSS,APT,TRO,MON
MON,TEN,OSO,OSE,APT,TRO,MON
MON,TEQ,OSO,OSE,APT,TRO,MON
MON,TRO,APT,OSE,OSO,TRC,MON
MON,TRO,APT,OSE,OSO,VFB,MON
MON,TEN,OSS,APT,OSO,TEQ,MON
MON,TRB,OSO,APT,OSS,TEN,MON
MON,TEN,OSS,APT,OSO,TRC,MON
MON,TEN,OSS,APT,OSO,TRO,MON
MON,APT,OSS,OSO,VFB,TEN,MON
MON,TEQ,OSO,APT,OSS,TRB,MON
MON,TEQ,OSS,APT,OSO,TRC,MON
MON,TEQ,OSO,OSS,APT,TRO,MON
MON,APT,OSS,OSO,VFB,TEQ,MON
MON,TRB,OSS,APT,OSO,TRC,MON
MON,TRB,OSS,APT,OSO,TRO,MON
MON,TRB,OSS,APT,OSO,VFB,MON
MON,TRC,OSO,OSS,APT,TRO,MON
MON,APT,OSS,OSO,VFB,TRC,MON
MON,TRO,APT,OSS,OSO,VFB,MON
MON,TEQ,OSO,APT,TEN,TRB,MON
MON,TEN,APT,OSO,TEQ,TRC,MON
MON,TEQ,OSO,APT,TEN,TRO,MON
MON,TEN,VFB,APT,OSO,TEQ,MON
MON,TRB,TEN,APT,OSO,TRC,MON
MON,TEN,TRB,OSO,APT,TRO,MON
MON,APT,OSO,VFB,TEN,TRB,MON
MON,TRC,OSO,APT,TEN,TRO,MON
MON,TEN,VFB,APT,OSO,TRC,MON
MON,TEN,VFB,OSO,APT,TRO,MON
MON,TRB,APT,OSO,TEQ,TRC,MON
MON,TEQ,OSO,APT,TRB,TRO,MON
MON,TEQ,OSO,APT,VFB,TRB,MON
MON,TRC,TEQ,OSO,APT,TRO,MON
MON,TEQ,OSO,APT,VFB,TRC,MON
MON,TEQ,VFB,OSO,APT,TRO,MON
MON,TRC,OSO,APT,TRB,TRO,MON
MON,TRB,VFB,APT,OSO,TRC,MON
MON,TRB,VFB,OSO,APT,TRO,MON
MON,TRC,VFB,OSO,APT,TRO,MON
MON,TRB,TEN,APT,OSS,TEQ,MON
MON,TEN,APT,OSS,TEQ,TRC,MON
MON,TEQ,OSS,APT,TEN,TRO,MON
MON,TEN,OSS,APT,VFB,TEQ,MON
MON,TRB,TEN,APT,OSS,TRC,MON
MON,TRO,APT,OSS,TRB,TEN,MON
MON,TEN,VFB,APT,OSS,TRB,MON
MON,TRC,OSS,APT,TEN,TRO,MON
MON,TEN,OSS,APT,VFB,TRC,MON
MON,TEN,VFB,OSS,APT,TRO,MON
MON,TRB,APT,OSS,TEQ,TRC,MON
MON,TEQ,OSS,APT,TRB,TRO,MON
MON,TEQ,VFB,APT,OSS,TRB,MON
