MON,APT,DAB,MON
MON,APT,GFAGFB,MON
MON,ASL,DAB,MON
MON,ASL,GFAGFB,MON
MON,ASL,OSE,MON
MON,DAB,DSA,MON
MON,DAB,DSS,MON
MON,DAB,GFAGFB,MON
MON,DAB,OSE,MON
MON,DAB,STA,MON
MON,DAB,STB,MON
MON,DAB,STC,MON
MON,DSA,DSS,MON
MON,DSA,GFAGFB,MON
MON,DSA,NLNVAL,MON
MON,DSA,OSE,MON
MON,DSA,STB,MON
MON,DSA,STC,MON
MON,DSS,GFAGFB,MON
MON,DSS,NLNVAL,MON
MON,DSS,OSE,MON
MON,DSS,STB,MON
MON,DSS,STC,MON
MON,GFAGFB,GFC,MON
MON,GFAGFB,MID,MON
MON,GFAGFB,NLNVAL,MON
MON,GFAGFB,OSC,MON
MON,GFAGFB,OSE,MON
MON,GFAGFB,OSO,MON
MON,GFAGFB,OSS,MON
MON,GFAGFB,STA,MON
MON,GFAGFB,STB,MON
MON,GFAGFB,STC,MON
MON,GFAGFB,TEN,MON
MON,GFAGFB,TEQ,MON
MON,GFAGFB,TRB,MON
MON,GFAGFB,TRC,MON
MON,GFAGFB,TRO,MON
MON,GFAGFB,VFB,MON
MON,GFC,OSE,MON
MON,NLNVAL,OSE,MON
MON,NLNVAL,STB,MON
MON,NLNVAL,STC,MON
MON,OSE,STA,MON
MON,OSE,STB,MON
MON,OSE,STC,MON
MON,STB,STC,MON
MON,APT,TRB,TRC,TRO,MON
MON,APT,TRB,TRC,VFB,MON
MON,APT,TRB,TRO,VFB,MON
MON,APT,TRC,TRO,VFB,MON
MON,ASL,DAB,KVB,TRO,MON
MON,ASL,DAB,MID,TRO,MON
MON,ASL,DAB,OSO,TRO,MON
MON,ASL,DSA,GFC,TRO,MON
MON,ASL,DSA,KVB,MID,MON
MON,ASL,DSA,KVB,OSC,MON
MON,ASL,DSA,KVB,OSO,MON
MON,ASL,DSA,KVB,OSS,MON
MON,ASL,DSA,KVB,TEN,MON
MON,ASL,DSA,KVB,TEQ,MON
MON,ASL,DSA,KVB,TRB,MON
MON,ASL,DSA,KVB,TRC,MON
MON,ASL,DSA,KVB,TRO,MON
MON,ASL,DSA,KVB,VFB,MON
MON,ASL,DSA,MID,OSC,MON
MON,ASL,DSA,MID,OSO,MON
MON,ASL,DSA,MID,OSS,MON
MON,ASL,DSA,MID,TEN,MON
MON,ASL,DSA,MID,TEQ,MON
MON,ASL,DSA,MID,TRB,MON
MON,ASL,DSA,MID,TRC,MON
MON,ASL,DSA,MID,TRO,MON
MON,ASL,DSA,MID,VFB,MON
MON,ASL,DSA,OSC,OSO,MON
MON,ASL,DSA,OSC,OSS,MON
MON,ASL,DSA,OSC,TEN,MON
MON,ASL,DSA,OSC,TEQ,MON
MON,ASL,DSA,OSC,TRC,MON
MON,ASL,DSA,OSC,TRO,MON
MON,ASL,DSA,OSC,VFB,MON
MON,ASL,DSA,OSO,OSS,MON
MON,ASL,DSA,OSO,TEN,MON
MON,ASL,DSA,OSO,TEQ,MON
MON,ASL,DSA,OSO,TRB,MON
MON,ASL,DSA,OSO,TRC,MON
MON,ASL,DSA,OSO,TRO,MON
MON,ASL,DSA,OSO,VFB,MON
MON,ASL,DSA,OSS,TEN,MON
MON,ASL,DSA,OSS,TEQ,MON
MON,ASL,DSA,OSS,TRC,MON
MON,ASL,DSA,OSS,TRO,MON
MON,ASL,DSA,OSS,VFB,MON
MON,ASL,DSA,STA,TRO,MON
MON,ASL,DSA,TEN,TEQ,MON
MON,ASL,DSA,TEN,TRC,MON
MON,ASL,DSA,TEN,TRO,MON
MON,ASL,DSA,TEN,VFB,MON
MON,ASL,DSA,TEQ,TRC,MON
MON,ASL,DSA,TEQ,TRO,MON
MON,ASL,DSA,TEQ,VFB,MON
MON,ASL,DSA,TRB,TRO,MON
MON,ASL,DSA,TRC,TRO,MON
MON,ASL,DSA,TRC,VFB,MON
MON,ASL,DSA,TRO,VFB,MON
MON,ASL,DSS,GFC,TRO,MON
MON,ASL,DSS,KVB,MID,MON
MON,ASL,DSS,KVB,OSC,MON
MON,ASL,DSS,KVB,OSO,MON
MON,ASL,DSS,KVB,OSS,MON
MON,ASL,DSS,KVB,TEN,MON
MON,ASL,DSS,KVB,TEQ,MON
MON,ASL,DSS,KVB,TRB,MON
MON,ASL,DSS,KVB,TRC,MON
MON,ASL,DSS,KVB,TRO,MON
MON,ASL,DSS,KVB,VFB,MON
MON,ASL,DSS,MID,OSC,MON
MON,ASL,DSS,MID,OSO,MON
MON,ASL,DSS,MID,OSS,MON
MON,ASL,DSS,MID,TEN,MON
MON,ASL,DSS,MID,TEQ,MON
MON,ASL,DSS,MID,TRB,MON
MON,ASL,DSS,MID,TRC,MON
MON,ASL,DSS,MID,TRO,MON
MON,ASL,DSS,MID,VFB,MON
MON,ASL,DSS,OSC,OSO,MON
MON,ASL,DSS,OSC,OSS,MON
MON,ASL,DSS,OSC,TEN,MON
MON,ASL,DSS,OSC,TEQ,MON
MON,ASL,DSS,OSC,TRC,MON
MON,ASL,DSS,OSC,TRO,MON
MON,ASL,DSS,OSC,VFB,MON
MON,ASL,DSS,OSO,OSS,MON
MON,ASL,DSS,OSO,TEN,MON
MON,ASL,DSS,OSO,TEQ,MON
MON,ASL,DSS,OSO,TRB,MON
MON,ASL,DSS,OSO,TRC,MON
MON,ASL,DSS,OSO,TRO,MON
MON,ASL,DSS,OSO,VFB,MON
MON,ASL,DSS,OSS,TEN,MON
MON,ASL,DSS,OSS,TEQ,MON
MON,ASL,DSS,OSS,TRC,MON
MON,ASL,DSS,OSS,TRO,MON
MON,ASL,DSS,OSS,VFB,MON
MON,ASL,DSS,STA,TRO,MON
MON,ASL,DSS,TEN,TEQ,MON
MON,ASL,DSS,TEN,TRC,MON
MON,ASL,DSS,TEN,TRO,MON
MON,ASL,DSS,TEN,VFB,MON
MON,ASL,DSS,TEQ,TRC,MON
MON,ASL,DSS,TEQ,TRO,MON
MON,ASL,DSS,TEQ,VFB,MON
MON,ASL,DSS,TRB,TRO,MON
MON,ASL,DSS,TRC,TRO,MON
MON,ASL,DSS,TRC,VFB,MON
MON,ASL,DSS,TRO,VFB,MON
MON,ASL,GFC,KVB,MID,MON
MON,ASL,GFC,KVB,OSC,MON
MON,ASL,GFC,KVB,OSO,MON
MON,ASL,GFC,KVB,OSS,MON
MON,ASL,GFC,KVB,STA,MON
MON,ASL,GFC,KVB,TEN,MON
MON,ASL,GFC,KVB,TEQ,MON
MON,ASL,GFC,KVB,TRB,MON
MON,ASL,GFC,KVB,TRC,MON
MON,ASL,GFC,KVB,TRO,MON
MON,ASL,GFC,KVB,VFB,MON
MON,ASL,GFC,MID,OSC,MON
MON,ASL,GFC,MID,OSO,MON
MON,ASL,GFC,MID,OSS,MON
MON,ASL,GFC,MID,STA,MON
MON,ASL,GFC,MID,TEN,MON
MON,ASL,GFC,MID,TEQ,MON
MON,ASL,GFC,MID,TRB,MON
MON,ASL,GFC,MID,TRC,MON
MON,ASL,GFC,MID,TRO,MON
MON,ASL,GFC,MID,VFB,MON
MON,ASL,GFC,NLNVAL,TRO,MON
MON,ASL,GFC,OSC,OSO,MON
MON,ASL,GFC,OSC,OSS,MON
MON,ASL,GFC,OSC,TEN,MON
MON,ASL,GFC,OSC,TEQ,MON
MON,ASL,GFC,OSC,TRB,MON
MON,ASL,GFC,OSC,TRC,MON
MON,ASL,GFC,OSC,TRO,MON
MON,ASL,GFC,OSC,VFB,MON
MON,ASL,GFC,OSO,OSS,MON
MON,ASL,GFC,OSO,STA,MON
MON,ASL,GFC,OSO,TEN,MON
MON,ASL,GFC,OSO,TEQ,MON
MON,ASL,GFC,OSO,TRB,MON
MON,ASL,GFC,OSO,TRC,MON
MON,ASL,GFC,OSO,TRO,MON
MON,ASL,GFC,OSO,VFB,MON
MON,ASL,GFC,OSS,TEN,MON
MON,ASL,GFC,OSS,TEQ,MON
MON,ASL,GFC,OSS,TRB,MON
MON,ASL,GFC,OSS,TRC,MON
MON,ASL,GFC,OSS,TRO,MON
MON,ASL,GFC,OSS,VFB,MON
MON,ASL,GFC,STA,TRO,MON
MON,ASL,GFC,STB,TRO,MON
MON,ASL,GFC,STC,TRO,MON
MON,ASL,GFC,TEN,TEQ,MON
MON,ASL,GFC,TEN,TRB,MON
MON,ASL,GFC,TEN,TRC,MON
MON,ASL,GFC,TEN,TRO,MON
MON,ASL,GFC,TEN,VFB,MON
MON,ASL,GFC,TEQ,TRB,MON
MON,ASL,GFC,TEQ,TRC,MON
MON,ASL,GFC,TEQ,TRO,MON
MON,ASL,GFC,TEQ,VFB,MON
MON,ASL,GFC,TRB,TRC,MON
MON,ASL,GFC,TRB,TRO,MON
MON,ASL,GFC,TRB,VFB,MON
MON,ASL,GFC,TRC,TRO,MON
MON,ASL,GFC,TRC,VFB,MON
MON,ASL,GFC,TRO,VFB,MON
MON,ASL,KVB,MID,NLNVAL,MON
MON,ASL,KVB,MID,OSC,MON
MON,ASL,KVB,MID,OSE,MON
MON,ASL,KVB,MID,OSO,MON
MON,ASL,KVB,MID,OSS,MON
MON,ASL,KVB,MID,STA,MON
MON,ASL,KVB,MID,STB,MON
MON,ASL,KVB,MID,STC,MON
MON,ASL,KVB,MID,TEN,MON
MON,ASL,KVB,MID,TEQ,MON
MON,ASL,KVB,MID,TRB,MON
MON,ASL,KVB,MID,TRC,MON
MON,ASL,KVB,MID,TRO,MON
MON,ASL,KVB,MID,VFB,MON
MON,ASL,KVB,NLNVAL,OSC,MON
MON,ASL,KVB,NLNVAL,OSO,MON
MON,ASL,KVB,NLNVAL,OSS,MON
MON,ASL,KVB,NLNVAL,TEN,MON
MON,ASL,KVB,NLNVAL,TEQ,MON
MON,ASL,KVB,NLNVAL,TRB,MON
MON,ASL,KVB,NLNVAL,TRC,MON
MON,ASL,KVB,NLNVAL,TRO,MON
MON,ASL,KVB,NLNVAL,VFB,MON
MON,ASL,KVB,OSC,OSO,MON
MON,ASL,KVB,OSC,OSS,MON
MON,ASL,KVB,OSC,STA,MON
MON,ASL,KVB,OSC,STB,MON
MON,ASL,KVB,OSC,STC,MON
MON,ASL,KVB,OSC,TEN,MON
MON,ASL,KVB,OSC,TEQ,MON
MON,ASL,KVB,OSC,TRB,MON
MON,ASL,KVB,OSC,TRC,MON
MON,ASL,KVB,OSC,TRO,MON
MON,ASL,KVB,OSC,VFB,MON
MON,ASL,KVB,OSE,OSO,MON
MON,ASL,KVB,OSE,TRO,MON
MON,ASL,KVB,OSO,OSS,MON
MON,ASL,KVB,OSO,STA,MON
MON,ASL,KVB,OSO,STB,MON
MON,ASL,KVB,OSO,STC,MON
MON,ASL,KVB,OSO,TEN,MON
MON,ASL,KVB,OSO,TEQ,MON
MON,ASL,KVB,OSO,TRB,MON
MON,ASL,KVB,OSO,TRC,MON
MON,ASL,KVB,OSO,TRO,MON
MON,ASL,KVB,OSO,VFB,MON
MON,ASL,KVB,OSS,STA,MON
MON,ASL,KVB,OSS,STB,MON
MON,ASL,KVB,OSS,STC,MON
MON,ASL,KVB,OSS,TEN,MON
MON,ASL,KVB,OSS,TEQ,MON
MON,ASL,KVB,OSS,TRB,MON
MON,ASL,KVB,OSS,TRC,MON
MON,ASL,KVB,OSS,TRO,MON
MON,ASL,KVB,OSS,VFB,MON
MON,ASL,KVB,STA,TEN,MON
MON,ASL,KVB,STA,TEQ,MON
MON,ASL,KVB,STA,TRB,MON
MON,ASL,KVB,STA,TRC,MON
MON,ASL,KVB,STA,TRO,MON
MON,ASL,KVB,STA,VFB,MON
MON,ASL,KVB,STB,TEN,MON
MON,ASL,KVB,STB,TEQ,MON
MON,ASL,KVB,STB,TRB,MON
MON,ASL,KVB,STB,TRC,MON
MON,ASL,KVB,STB,TRO,MON
MON,ASL,KVB,STB,VFB,MON
MON,ASL,KVB,STC,TEN,MON
MON,ASL,KVB,STC,TEQ,MON
MON,ASL,KVB,STC,TRB,MON
MON,ASL,KVB,STC,TRC,MON
MON,ASL,KVB,STC,TRO,MON
MON,ASL,KVB,STC,VFB,MON
MON,ASL,KVB,TEN,TEQ,MON
MON,ASL,KVB,TEN,TRB,MON
MON,ASL,KVB,TEN,TRC,MON
MON,ASL,KVB,TEN,TRO,MON
MON,ASL,KVB,TEN,VFB,MON
MON,ASL,KVB,TEQ,TRB,MON
MON,ASL,KVB,TEQ,TRC,MON
MON,ASL,KVB,TEQ,TRO,MON
MON,ASL,KVB,TEQ,VFB,MON
MON,ASL,KVB,TRB,TRC,MON
MON,ASL,KVB,TRB,TRO,MON
MON,ASL,KVB,TRB,VFB,MON
MON,ASL,KVB,TRC,TRO,MON
MON,ASL,KVB,TRC,VFB,MON
MON,ASL,KVB,TRO,VFB,MON
MON,ASL,MID,NLNVAL,OSC,MON
MON,ASL,MID,NLNVAL,OSO,MON
MON,ASL,MID,NLNVAL,OSS,MON
MON,ASL,MID,NLNVAL,TEN,MON
MON,ASL,MID,NLNVAL,TEQ,MON
MON,ASL,MID,NLNVAL,TRB,MON
MON,ASL,MID,NLNVAL,TRC,MON
MON,ASL,MID,NLNVAL,TRO,MON
MON,ASL,MID,NLNVAL,VFB,MON
MON,ASL,MID,OSC,OSO,MON
MON,ASL,MID,OSC,OSS,MON
MON,ASL,MID,OSC,STA,MON
MON,ASL,MID,OSC,STB,MON
MON,ASL,MID,OSC,STC,MON
MON,ASL,MID,OSC,TEN,MON
MON,ASL,MID,OSC,TEQ,MON
MON,ASL,MID,OSC,TRB,MON
MON,ASL,MID,OSC,TRC,MON
MON,ASL,MID,OSC,TRO,MON
MON,ASL,MID,OSC,VFB,MON
MON,ASL,MID,OSE,OSO,MON
MON,ASL,MID,OSE,TRO,MON
MON,ASL,MID,OSO,OSS,MON
MON,ASL,MID,OSO,STA,MON
MON,ASL,MID,OSO,STB,MON
MON,ASL,MID,OSO,STC,MON
MON,ASL,MID,OSO,TEN,MON
MON,ASL,MID,OSO,TEQ,MON
MON,ASL,MID,OSO,TRB,MON
MON,ASL,MID,OSO,TRC,MON
MON,ASL,MID,OSO,TRO,MON
MON,ASL,MID,OSO,VFB,MON
MON,ASL,MID,OSS,STA,MON
MON,ASL,MID,OSS,STB,MON
MON,ASL,MID,OSS,STC,MON
MON,ASL,MID,OSS,TEN,MON
MON,ASL,MID,OSS,TEQ,MON
MON,ASL,MID,OSS,TRB,MON
MON,ASL,MID,OSS,TRC,MON
MON,ASL,MID,OSS,TRO,MON
MON,ASL,MID,OSS,VFB,MON
MON,ASL,MID,STA,TEN,MON
MON,ASL,MID,STA,TEQ,MON
MON,ASL,MID,STA,TRB,MON
MON,ASL,MID,STA,TRC,MON
MON,ASL,MID,STA,TRO,MON
MON,ASL,MID,STA,VFB,MON
MON,ASL,MID,STB,TEN,MON
MON,ASL,MID,STB,TEQ,MON
MON,ASL,MID,STB,TRB,MON
MON,ASL,MID,STB,TRC,MON
MON,ASL,MID,STB,TRO,MON
MON,ASL,MID,STB,VFB,MON
MON,ASL,MID,STC,TEN,MON
MON,ASL,MID,STC,TEQ,MON
MON,ASL,MID,STC,TRB,MON
MON,ASL,MID,STC,TRC,MON
MON,ASL,MID,STC,TRO,MON
MON,ASL,MID,STC,VFB,MON
MON,ASL,MID,TEN,TEQ,MON
MON,ASL,MID,TEN,TRB,MON
MON,ASL,MID,TEN,TRC,MON
MON,ASL,MID,TEN,TRO,MON
MON,ASL,MID,TEN,VFB,MON
MON,ASL,MID,TEQ,TRB,MON
MON,ASL,MID,TEQ,TRC,MON
MON,ASL,MID,TEQ,TRO,MON
MON,ASL,MID,TEQ,VFB,MON
MON,ASL,MID,TRB,TRC,MON
MON,ASL,MID,TRB,TRO,MON
MON,ASL,MID,TRB,VFB,MON
MON,ASL,MID,TRC,TRO,MON
MON,ASL,MID,TRC,VFB,MON
MON,ASL,MID,TRO,VFB,MON
MON,ASL,NLNVAL,OSC,OSO,MON
MON,ASL,NLNVAL,OSC,OSS,MON
MON,ASL,NLNVAL,OSC,TEN,MON
MON,ASL,NLNVAL,OSC,TEQ,MON
MON,ASL,NLNVAL,OSC,TRC,MON
MON,ASL,NLNVAL,OSC,TRO,MON
MON,ASL,NLNVAL,OSC,VFB,MON
MON,ASL,NLNVAL,OSO,OSS,MON
MON,ASL,NLNVAL,OSO,TEN,MON
MON,ASL,NLNVAL,OSO,TEQ,MON
MON,ASL,NLNVAL,OSO,TRB,MON
MON,ASL,NLNVAL,OSO,TRC,MON
MON,ASL,NLNVAL,OSO,TRO,MON
MON,ASL,NLNVAL,OSO,VFB,MON
MON,ASL,NLNVAL,OSS,TEN,MON
MON,ASL,NLNVAL,OSS,TEQ,MON
MON,ASL,NLNVAL,OSS,TRC,MON
MON,ASL,NLNVAL,OSS,TRO,MON
MON,ASL,NLNVAL,OSS,VFB,MON
MON,ASL,NLNVAL,STA,TRO,MON
MON,ASL,NLNVAL,TEN,TEQ,MON
MON,ASL,NLNVAL,TEN,TRC,MON
MON,ASL,NLNVAL,TEN,TRO,MON
MON,ASL,NLNVAL,TEN,VFB,MON
MON,ASL,NLNVAL,TEQ,TRC,MON
MON,ASL,NLNVAL,TEQ,TRO,MON
MON,ASL,NLNVAL,TEQ,VFB,MON
MON,ASL,NLNVAL,TRB,TRO,MON
MON,ASL,NLNVAL,TRC,TRO,MON
MON,ASL,NLNVAL,TRC,VFB,MON
MON,ASL,NLNVAL,TRO,VFB,MON
MON,ASL,OSC,OSE,TRO,MON
MON,ASL,OSC,OSO,OSS,MON
MON,ASL,OSC,OSO,STA,MON
MON,ASL,OSC,OSO,STB,MON
MON,ASL,OSC,OSO,STC,MON
MON,ASL,OSC,OSO,TEN,MON
MON,ASL,OSC,OSO,TEQ,MON
MON,ASL,OSC,OSO,TRB,MON
MON,ASL,OSC,OSO,TRC,MON
MON,ASL,OSC,OSO,TRO,MON
MON,ASL,OSC,OSO,VFB,MON
MON,ASL,OSC,OSS,STA,MON
MON,ASL,OSC,OSS,STB,MON
MON,ASL,OSC,OSS,STC,MON
MON,ASL,OSC,OSS,TEN,MON
MON,ASL,OSC,OSS,TEQ,MON
MON,ASL,OSC,OSS,TRB,MON
MON,ASL,OSC,OSS,TRC,MON
MON,ASL,OSC,OSS,TRO,MON
MON,ASL,OSC,OSS,VFB,MON
MON,ASL,OSC,STA,TEN,MON
MON,ASL,OSC,STA,TEQ,MON
MON,ASL,OSC,STA,TRB,MON
MON,ASL,OSC,STA,TRC,MON
MON,ASL,OSC,STA,TRO,MON
MON,ASL,OSC,STA,VFB,MON
MON,ASL,OSC,STB,TEN,MON
MON,ASL,OSC,STB,TEQ,MON
MON,ASL,OSC,STB,TRC,MON
MON,ASL,OSC,STB,TRO,MON
MON,ASL,OSC,STB,VFB,MON
MON,ASL,OSC,STC,TEN,MON
MON,ASL,OSC,STC,TEQ,MON
MON,ASL,OSC,STC,TRC,MON
MON,ASL,OSC,STC,TRO,MON
MON,ASL,OSC,STC,VFB,MON
MON,ASL,OSC,TEN,TEQ,MON
MON,ASL,OSC,TEN,TRB,MON
MON,ASL,OSC,TEN,TRC,MON
MON,ASL,OSC,TEN,TRO,MON
MON,ASL,OSC,TEN,VFB,MON
MON,ASL,OSC,TEQ,TRB,MON
MON,ASL,OSC,TEQ,TRC,MON
MON,ASL,OSC,TEQ,TRO,MON
MON,ASL,OSC,TEQ,VFB,MON
MON,ASL,OSC,TRB,TRC,MON
MON,ASL,OSC,TRB,TRO,MON
MON,ASL,OSC,TRB,VFB,MON
MON,ASL,OSC,TRC,TRO,MON
MON,ASL,OSC,TRC,VFB,MON
MON,ASL,OSC,TRO,VFB,MON
MON,ASL,OSE,OSO,TRO,MON
MON,ASL,OSE,OSS,TRO,MON
MON,ASL,OSE,TEN,TRO,MON
MON,ASL,OSE,TEQ,TRO,MON
MON,ASL,OSE,TRC,TRO,MON
MON,ASL,OSE,TRO,VFB,MON
MON,ASL,OSO,OSS,STA,MON
MON,ASL,OSO,OSS,STB,MON
MON,ASL,OSO,OSS,STC,MON
MON,ASL,OSO,OSS,TEN,MON
MON,ASL,OSO,OSS,TEQ,MON
MON,ASL,OSO,OSS,TRB,MON
MON,ASL,OSO,OSS,TRC,MON
MON,ASL,OSO,OSS,TRO,MON
MON,ASL,OSO,OSS,VFB,MON
MON,ASL,OSO,STA,TEN,MON
MON,ASL,OSO,STA,TEQ,MON
MON,ASL,OSO,STA,TRB,MON
MON,ASL,OSO,STA,TRC,MON
MON,ASL,OSO,STA,TRO,MON
MON,ASL,OSO,STA,VFB,MON
MON,ASL,OSO,STB,TEN,MON
MON,ASL,OSO,STB,TEQ,MON
MON,ASL,OSO,STB,TRB,MON
MON,ASL,OSO,STB,TRC,MON
MON,ASL,OSO,STB,TRO,MON
MON,ASL,OSO,STB,VFB,MON
MON,ASL,OSO,STC,TEN,MON
MON,ASL,OSO,STC,TEQ,MON
MON,ASL,OSO,STC,TRB,MON
MON,ASL,OSO,STC,TRC,MON
MON,ASL,OSO,STC,TRO,MON
MON,ASL,OSO,STC,VFB,MON
MON,ASL,OSO,TEN,TEQ,MON
MON,ASL,OSO,TEN,TRB,MON
MON,ASL,OSO,TEN,TRC,MON
MON,ASL,OSO,TEN,TRO,MON
MON,ASL,OSO,TEN,VFB,MON
MON,ASL,OSO,TEQ,TRB,MON
MON,ASL,OSO,TEQ,TRC,MON
MON,ASL,OSO,TEQ,TRO,MON
MON,ASL,OSO,TEQ,VFB,MON
MON,ASL,OSO,TRB,TRC,MON
MON,ASL,OSO,TRB,TRO,MON
MON,ASL,OSO,TRB,VFB,MON
MON,ASL,OSO,TRC,TRO,MON
MON,ASL,OSO,TRC,VFB,MON
MON,ASL,OSO,TRO,VFB,MON
MON,ASL,OSS,STA,TEN,MON
MON,ASL,OSS,STA,TEQ,MON
MON,ASL,OSS,STA,TRB,MON
MON,ASL,OSS,STA,TRC,MON
MON,ASL,OSS,STA,TRO,MON
MON,ASL,OSS,STA,VFB,MON
MON,ASL,OSS,STB,TEN,MON
MON,ASL,OSS,STB,TEQ,MON
MON,ASL,OSS,STB,TRC,MON
MON,ASL,OSS,STB,TRO,MON
MON,ASL,OSS,STB,VFB,MON
MON,ASL,OSS,STC,TEN,MON
MON,ASL,OSS,STC,TEQ,MON
MON,ASL,OSS,STC,TRC,MON
MON,ASL,OSS,STC,TRO,MON
MON,ASL,OSS,TEN,TEQ,MON
MON,ASL,OSS,TEN,TRB,MON
MON,ASL,OSS,TEN,TRC,MON
MON,ASL,OSS,TEN,TRO,MON
MON,ASL,OSS,TEN,VFB,MON
MON,ASL,OSS,TEQ,TRB,MON
MON,ASL,OSS,TEQ,TRC,MON
MON,ASL,OSS,TEQ,TRO,MON
MON,ASL,OSS,TEQ,VFB,MON
MON,ASL,OSS,TRB,TRC,MON
MON,ASL,OSS,TRB,TRO,MON
MON,ASL,OSS,TRB,VFB,MON
MON,ASL,OSS,TRC,TRO,MON
MON,ASL,OSS,TRC,VFB,MON
MON,ASL,OSS,TRO,VFB,MON
MON,ASL,STA,STB,TRO,MON
MON,ASL,STA,STC,TRO,MON
MON,ASL,STA,TEN,TEQ,MON
MON,ASL,STA,TEN,TRB,MON
MON,ASL,STA,TEN,TRC,MON
MON,ASL,STA,TEN,TRO,MON
MON,ASL,STA,TEN,VFB,MON
MON,ASL,STA,TEQ,TRB,MON
MON,ASL,STA,TEQ,TRC,MON
MON,ASL,STA,TEQ,TRO,MON
MON,ASL,STA,TEQ,VFB,MON
MON,ASL,STA,TRB,TRC,MON
MON,ASL,STA,TRB,TRO,MON
MON,ASL,STA,TRB,VFB,MON
MON,ASL,STA,TRC,TRO,MON
MON,ASL,STA,TRC,VFB,MON
MON,ASL,STA,TRO,VFB,MON
MON,ASL,STB,TEN,TEQ,MON
MON,ASL,STB,TEN,TRC,MON
MON,ASL,STB,TEN,TRO,MON
MON,ASL,STB,TEN,VFB,MON
MON,ASL,STB,TEQ,TRC,MON
MON,ASL,STB,TEQ,TRO,MON
MON,ASL,STB,TEQ,VFB,MON
MON,ASL,STB,TRB,TRO,MON
MON,ASL,STB,TRC,TRO,MON
MON,ASL,STB,TRC,VFB,MON
MON,ASL,STB,TRO,VFB,MON
MON,ASL,STC,TEN,TEQ,MON
MON,ASL,STC,TEN,TRC,MON
MON,ASL,STC,TEN,TRO,MON
MON,ASL,STC,TEN,VFB,MON
MON,ASL,STC,TEQ,TRC,MON
MON,ASL,STC,TEQ,TRO,MON
MON,ASL,STC,TEQ,VFB,MON
MON,ASL,STC,TRB,TRO,MON
MON,ASL,STC,TRC,TRO,MON
MON,ASL,STC,TRC,VFB,MON
MON,ASL,STC,TRO,VFB,MON
MON,ASL,TEN,TEQ,TRB,MON
MON,ASL,TEN,TEQ,TRC,MON
MON,ASL,TEN,TEQ,TRO,MON
MON,ASL,TEN,TEQ,VFB,MON
MON,ASL,TEN,TRB,TRC,MON
MON,ASL,TEN,TRB,TRO,MON
MON,ASL,TEN,TRB,VFB,MON
MON,ASL,TEN,TRC,TRO,MON
MON,ASL,TEN,TRC,VFB,MON
MON,ASL,TEN,TRO,VFB,MON
MON,ASL,TEQ,TRB,TRC,MON
MON,ASL,TEQ,TRB,TRO,MON
MON,ASL,TEQ,TRB,VFB,MON
MON,ASL,TEQ,TRC,TRO,MON
MON,ASL,TEQ,TRC,VFB,MON
MON,ASL,TEQ,TRO,VFB,MON
MON,ASL,TRB,TRC,TRO,MON
MON,ASL,TRB,TRC,VFB,MON
MON,ASL,TRB,TRO,VFB,MON
MON,ASL,TRC,TRO,VFB,MON
MON,DAB,GFC,KVB,TRO,MON
MON,DAB,GFC,MID,TRO,MON
MON,DAB,GFC,OSO,TRO,MON
MON,DAB,KVB,MID,OSC,MON
MON,DAB,KVB,MID,OSO,MON
MON,DAB,KVB,MID,OSS,MON
MON,DAB,KVB,MID,TEN,MON
MON,DAB,KVB,MID,TEQ,MON
MON,DAB,KVB,MID,TRB,MON
MON,DAB,KVB,MID,TRC,MON
MON,DAB,KVB,MID,TRO,MON
MON,DAB,KVB,MID,VFB,MON
MON,DAB,KVB,OSC,OSO,MON
MON,DAB,KVB,OSC,OSS,MON
MON,DAB,KVB,OSC,TEN,MON
MON,DAB,KVB,OSC,TEQ,MON
MON,DAB,KVB,OSC,TRC,MON
MON,DAB,KVB,OSC,TRO,MON
MON,DAB,KVB,OSC,VFB,MON
MON,DAB,KVB,OSO,OSS,MON
MON,DAB,KVB,OSO,TEN,MON
MON,DAB,KVB,OSO,TEQ,MON
MON,DAB,KVB,OSO,TRB,MON
MON,DAB,KVB,OSO,TRC,MON
MON,DAB,KVB,OSO,TRO,MON
MON,DAB,KVB,OSO,VFB,MON
MON,DAB,KVB,OSS,TEN,MON
MON,DAB,KVB,OSS,TEQ,MON
MON,DAB,KVB,OSS,TRC,MON
MON,DAB,KVB,OSS,TRO,MON
MON,DAB,KVB,OSS,VFB,MON
MON,DAB,KVB,STA,TRO,MON
MON,DAB,KVB,TEN,TEQ,MON
MON,DAB,KVB,TEN,TRC,MON
MON,DAB,KVB,TEN,TRO,MON
MON,DAB,KVB,TEN,VFB,MON
MON,DAB,KVB,TEQ,TRC,MON
MON,DAB,KVB,TEQ,TRO,MON
MON,DAB,KVB,TEQ,VFB,MON
MON,DAB,KVB,TRB,TRO,MON
MON,DAB,KVB,TRC,TRO,MON
MON,DAB,KVB,TRC,VFB,MON
MON,DAB,KVB,TRO,VFB,MON
MON,DAB,MID,OSC,OSO,MON
MON,DAB,MID,OSC,OSS,MON
MON,DAB,MID,OSC,TEN,MON
MON,DAB,MID,OSC,TEQ,MON
MON,DAB,MID,OSC,TRC,MON
MON,DAB,MID,OSC,TRO,MON
MON,DAB,MID,OSC,VFB,MON
MON,DAB,MID,OSO,OSS,MON
MON,DAB,MID,OSO,TEN,MON
MON,DAB,MID,OSO,TEQ,MON
